src,ra_deg,dec_deg,mjd,repeater
FRB010621,283.0208333333333,-8.493055555555555,52081.543186331015,False
FRB010312,81.72874999999999,-64.93866666666668,51980.46305532407,False
FRB010305,74.33125,-52.60685222222222,51973.52032430556,False
FRB010125,286.7208333333333,-40.620555555555555,51934.02032164352,False
FRB20180916B,29.503125800000003,65.7167542,58377.427312842,False
FRB20181017A,256.3,68.3,58408.97652582,False
FRB20180916B,29.503125800000003,65.7167542,58410.34262424,False
FRB20180916B,29.503125800000003,65.7167542,58426.289798323,False
FRB20180916B,29.503125800000003,65.7167542,58426.29654762,False
FRB20180916B,29.503125800000003,65.7167542,58442.247294232,False
FRB20180916B,29.503125800000003,65.7167542,58474.1662416099,False
FRB20180916B,29.503125800000003,65.7167542,58475.160751782,False
FRB20180916B,29.503125800000003,65.7167542,58477.16185105,False
FRB20180916B,29.503125800000003,65.7167542,58478.155209527,False
FRB20190116B,192.3,27.2,58499.54692066,False
FRB20190116B,192.3,27.2,58499.547458837005,False
FRB20190125B,231.5,50.5,58508.627544358,False
FRB20180916B,29.503125800000003,65.7167542,58509.06441346,False
FRB20190202B,114.32,32.5,58516.285485723,False
FRB20190210D,307.8,55.5,58524.801984080994,False
FRB20190213A,31.7,20.1,58527.02947582,False
FRB20181017A,256.3,68.3,58530.64372972,False
FRB20190213A,31.7,20.1,58618.7734646,False
FRB20180916B,29.503125800000003,65.7167542,58621.759521586,False
FRB20180916B,29.503125800000003,65.7167542,58621.764652893,False
FRB20180916B,29.503125800000003,65.7167542,58622.74335231599,False
FRB20180916B,29.503125800000003,65.7167542,58622.756267360994,False
FRB20180916B,29.503125800000003,65.7167542,58622.757525392,False
FRB20180916B,29.503125800000003,65.7167542,58637.71485449,False
FRB20180916B,29.503125800000003,65.7167542,58638.716432882,False
FRB20180916B,29.503125800000003,65.7167542,58639.70561256901,False
FRB20180916B,29.503125800000003,65.7167542,58639.710079485,False
FRB190907.J08+46,122.24999999999999,46.266666666666666,58733.71022350695,True
FRB190907.J08+46,122.24999999999999,46.266666666666666,58741.68584324421,True
FRB190907.J08+46,122.24999999999999,46.266666666666666,58751.66257451389,True
FRB190907.J08+46,122.24999999999999,46.266666666666666,58915.21377341315,True
FRB190907.J08+46,122.24999999999999,46.266666666666666,59059.82090013907,True
FRB20180916B,29.5,65.73333333333333,58704.53529240891,True
FRB20180916B,29.5,65.73333333333333,58705.53453145176,True
FRB20180916B,29.5,65.73333333333333,58720.4919865842,True
FRB20180916B,29.5,65.73333333333333,58786.31524300551,True
FRB20180916B,29.5,65.73333333333333,58835.17323650127,True
FRB20180916B,29.5,65.73333333333333,58835.17323650127,True
FRB20180916B,29.5,65.73333333333333,58836.1719771064,True
FRB20180916B,29.5,65.73333333333333,58852.1362836522,True
FRB20180916B,29.5,65.73333333333333,58868.07585727564,True
FRB20180916B,29.5,65.73333333333333,58882.04680555371,True
FRB20180916B,29.5,65.73333333333333,58898.99556707247,True
FRB20180916B,29.5,65.73333333333333,58899.00705917415,True
FRB20180916B,29.5,65.73333333333333,58900.00681267457,True
FRB20180916B,29.5,65.73333333333333,58932.899927301594,True
FRB20180916B,29.5,65.73333333333333,58962.818799763816,True
FRB20180916B,29.5,65.73333333333333,58963.82877942889,True
FRB20180916B,29.5,65.73333333333333,58981.77662314384,True
FRB20180916B,29.5,65.73333333333333,58982.771574675935,True
FRB20180916B,29.5,65.73333333333333,59013.69287136082,True
FRB20180916B,29.5,65.73333333333333,59014.68532524314,True
FRB20180916B,29.5,65.73333333333333,59032.64285118906,True
FRB20180916B,29.5,65.73333333333333,59062.560779710984,True
FRB20180916B,29.5,65.73333333333333,59095.465653888474,True
FRB20180916B,29.5,65.73333333333333,59096.452813008116,True
FRB20180916B,29.5,65.73333333333333,59111.40643038524,True
FRB20180916B,29.5,65.73333333333333,59176.24447361031,True
FRB20180916B,29.5,65.73333333333333,59225.10427865081,True
FRB20180916B,29.5,65.73333333333333,59241.06071433182,True
FRB20180916B,29.5,65.73333333333333,59244.04399624613,True
FRB20180916B,29.5,65.73333333333333,59245.05832677345,True
FRB20180916B,29.5,65.73333333333333,58720.49447931875,True
FRB20180916B,29.5,65.73333333333333,58720.49565805656,True
FRB20180916B,29.5,65.73333333333333,58786.320749485865,True
FRB20180916B,29.5,65.73333333333333,58836.174516808474,True
FRB20180916B,29.5,65.73333333333333,58852.13773217985,True
FRB20180916B,29.5,65.73333333333333,58883.018689870165,True
FRB20180916B,29.5,65.73333333333333,58883.0399499306,True
FRB20180916B,29.5,65.73333333333333,58883.04155465239,True
FRB20180916B,29.5,65.73333333333333,58883.04405303031,True
FRB20180916B,29.5,65.73333333333333,58883.05371959034,True
FRB20180916B,29.5,65.73333333333333,59047.581808927695,True
FRB20180916B,29.5,65.73333333333333,59047.58763726263,True
FRB20180916B,29.5,65.73333333333333,59243.04936684171,True
FRB20180916B,29.5,65.73333333333333,59243.059205160615,True
FRB20181030B,163.5,73.73333333333333,58870.43093257522,True
FRB20181030B,163.5,73.73333333333333,58870.435421791226,True
FRB20181030B,163.5,73.73333333333333,58870.436346030845,True
FRB20181030B,163.5,73.73333333333333,58870.92327395976,True
FRB20181030B,163.5,73.73333333333333,58870.9235231786,True
FRB20181030B,163.5,73.73333333333333,58870.932191953,True
FRB20181030B,163.5,73.73333333333333,58870.93287425558,True
