src,ra_deg,dec_deg,mjd,catalog,repeater
FRB20181213A,127.7,73.9,58465.46401471901,CHIME_Catalog1,False
FRB20181213B,183.5,53.7,58465.616132775,CHIME_Catalog1,False
FRB20181213C,216.4,47.5,58465.708568995,CHIME_Catalog1,False
FRB20181214A,70.0,43.1,58466.297397477996,CHIME_Catalog1,False
FRB20181214B,138.8,42.15,58466.486353575,CHIME_Catalog1,False
FRB20181214C,175.9,60.02,58466.59482437,CHIME_Catalog1,False
FRB20181214D,178.6,46.7,58466.597873633,CHIME_Catalog1,False
FRB20181214F,252.62,32.4,58466.80495253,CHIME_Catalog1,False
FRB20181215A,93.4,39.34,58467.360849186,CHIME_Catalog1,False
FRB20181215B,254.8,47.56,58467.8060653883,CHIME_Catalog1,False
FRB20181216A,306.3,53.5,58468.947711497,CHIME_Catalog1,False
FRB20181217A,290.5,59.8,58469.89918234,CHIME_Catalog1,False
FRB20181218A,5.1,71.35,58470.10956691099,CHIME_Catalog1,False
FRB20181218B,18.0,69.4,58470.148712504,CHIME_Catalog1,False
FRB20181218C,286.0,58.2,58470.88608078,CHIME_Catalog1,False
FRB20181219B,180.8,71.6,58471.088782273,CHIME_Catalog1,False
FRB20181219C,17.8,14.1,58471.140031441,CHIME_Catalog1,False
FRB20181128A,73.9,63.22,58471.29492684,CHIME_Catalog1,True
FRB20181220A,346.1,48.4,58472.046663619,CHIME_Catalog1,False
FRB20181220B,277.4,84.9,58472.35477601,CHIME_Catalog1,False
FRB20181221A,230.6,25.9,58473.724019675996,CHIME_Catalog1,False
FRB20181221B,306.31,80.98,58473.941439357004,CHIME_Catalog1,False
FRB20180916B,29.503125800000003,65.7167542,58474.1662416099,CHIME_Catalog1,True
FRB20181222B,90.0,38.55,58474.329597671,CHIME_Catalog1,False
FRB20181222C,131.1,68.3,58474.450817838,CHIME_Catalog1,False
FRB20181222D,188.2,56.16,58474.6066161,CHIME_Catalog1,False
FRB20181222E,50.64,87.0,58474.718895114005,CHIME_Catalog1,False
FRB20180916B,29.503125800000003,65.7167542,58475.160751782,CHIME_Catalog1,True
FRB20181223B,174.9,21.6,58475.563193115,CHIME_Catalog1,False
FRB20181223C,181.1,27.6,58475.580233175,CHIME_Catalog1,False
FRB20181224A,355.11,44.56,58476.061732617,CHIME_Catalog1,False
FRB20181224B,45.4,46.1,58476.203368457005,CHIME_Catalog1,False
FRB20181224C,115.3,60.3,58476.40016535,CHIME_Catalog1,False
FRB20181224D,182.5,54.9,58476.583231799006,CHIME_Catalog1,False
FRB20181224E,239.32,7.3,58476.739645037,CHIME_Catalog1,False
FRB20180916B,29.503125800000003,65.7167542,58477.16185105,CHIME_Catalog1,True
FRB20181225B,36.8,88.2,58477.215145579,CHIME_Catalog1,False
FRB20181226C,349.1,44.9,58478.043158848,CHIME_Catalog1,False
FRB20180916B,29.503125800000003,65.7167542,58478.155209527,CHIME_Catalog1,True
FRB20181226D,120.2,22.16,58478.40366190099,CHIME_Catalog1,False
FRB20181226B,182.66,12.4,58478.577032245,CHIME_Catalog1,False
FRB20181226E,303.6,73.6,58478.910255335,CHIME_Catalog1,False
FRB20181227A,31.8,78.4,58479.156044097996,CHIME_Catalog1,False
FRB20181228A,7.3,10.2,58480.085205187,CHIME_Catalog1,False
FRB20181228B,250.4,63.9,58480.755505084,CHIME_Catalog1,False
FRB20181228C,265.2,54.4,58480.8030146,CHIME_Catalog1,False
FRB20181229A,137.2,42.0,58481.440950501,CHIME_Catalog1,False
FRB20181229B,238.4,19.8,58481.72495344,CHIME_Catalog1,False
FRB20181230A,346.7,83.4,58482.02102424,CHIME_Catalog1,False
FRB20181230B,20.8,79.7,58482.11078575,CHIME_Catalog1,False
FRB20181230C,245.8,50.5,58482.738149496,CHIME_Catalog1,False
FRB20181230D,255.3,50.5,58482.766381189,CHIME_Catalog1,False
FRB20181230E,113.3,86.85,58482.85930689,CHIME_Catalog1,False
FRB20181231A,29.7,21.0,58483.13803653901,CHIME_Catalog1,False
FRB20181231B,128.8,56.0,58483.413883998,CHIME_Catalog1,False
FRB20181231C,197.1,69.2,58483.608543156,CHIME_Catalog1,False
FRB20190101A,171.0,28.0,58484.52789143,CHIME_Catalog1,False
FRB20190101B,307.8,29.9,58484.905231534,CHIME_Catalog1,False
FRB20190102A,9.3,26.72,58485.075854265,CHIME_Catalog1,False
FRB20190102B,21.7,21.4,58485.113822597996,CHIME_Catalog1,False
FRB20190103B,93.57,19.7,58486.30971407,CHIME_Catalog1,False
FRB20190103C,104.2,11.07,58486.337397208,CHIME_Catalog1,False
FRB20181119A,190.5,65.1,58486.57457555,CHIME_Catalog1,True
FRB20190103D,221.8,59.9,58486.6672002,CHIME_Catalog1,False
FRB20190103E,262.9,45.8,58486.77656009999,CHIME_Catalog1,False
FRB20190104A,70.5,35.6,58487.24275656231,CHIME_Catalog1,False
FRB20190104B,234.7,-6.3,58487.6985445,CHIME_Catalog1,False
FRB20190105A,266.3,63.8,58488.77748891,CHIME_Catalog1,False
FRB20190106A,22.2,46.1,58489.10359583,CHIME_Catalog1,False
FRB20190106B,335.6,46.1,58489.973130559,CHIME_Catalog1,False
FRB20190107A,0.9,21.8,58490.0425753,CHIME_Catalog1,False
FRB20190107B,33.5,83.4,58490.14044362,CHIME_Catalog1,False
FRB20190109A,108.0,5.2,58492.33368501,CHIME_Catalog1,False
FRB20190109B,253.5,1.3,58492.73336049,CHIME_Catalog1,False
FRB20190110A,64.95,47.44,58493.21221296099,CHIME_Catalog1,False
FRB20190110B,131.7,50.2,58493.39450505,CHIME_Catalog1,False
FRB20190110C,247.0,41.42,58493.71599999999,CHIME_Catalog1,False
FRB20190111A,217.0,26.8,58494.6290615894,CHIME_Catalog1,False
FRB20190111B,260.0,13.53,58494.74933195,CHIME_Catalog1,False
FRB20190112A,257.98,61.2,58495.737167739004,CHIME_Catalog1,False
FRB20190113A,108.1,-3.0,58496.31981281,CHIME_Catalog1,False
FRB20190114A,9.0,19.2,58497.04583212,CHIME_Catalog1,False
FRB20190115A,45.6,54.3,58498.14432469,CHIME_Catalog1,False
FRB20190115B,76.8,82.1,58498.23797715,CHIME_Catalog1,False
FRB20190116E,19.4,52.3,58499.066817634004,CHIME_Catalog1,False
FRB20190116D,85.1,68.7,58499.249408535994,CHIME_Catalog1,False
FRB20190116B,192.3,27.2,58499.54692066,CHIME_Catalog1,True
FRB20190116B,192.3,27.2,58499.547458837005,CHIME_Catalog1,True
FRB20190116C,249.32,70.96,58499.704333705704,CHIME_Catalog1,False
FRB20190116F,261.7,75.0,58499.736543582,CHIME_Catalog1,False
FRB20190117C,115.1,74.6,58500.329930049,CHIME_Catalog1,False
FRB20190117D,208.9,31.7,58500.587523532005,CHIME_Catalog1,False
FRB20190117A,331.7,17.4,58500.92953830941,CHIME_Catalog1,True
FRB20190118B,39.7,23.6,58501.11653345,CHIME_Catalog1,False
FRB20190118A,253.31,11.55,58501.7099110403,CHIME_Catalog1,False
FRB20190121A,354.7,78.6,58504.981591432,CHIME_Catalog1,False
FRB20190122B,2.5,35.1,58505.00235178,CHIME_Catalog1,False
FRB20190122C,200.6,17.6,58505.55165319,CHIME_Catalog1,False
FRB20190122A,349.6,37.5,58505.96504764,CHIME_Catalog1,False
FRB20190124A,50.5,51.6,58507.12934437,CHIME_Catalog1,False
FRB20190124B,214.69,28.8,58507.588591208,CHIME_Catalog1,False
FRB20190124C,217.17,28.4,58507.593317067,CHIME_Catalog1,False
FRB20190124D,237.3,81.2,58507.646184324,CHIME_Catalog1,False
FRB20190124E,297.8,20.6,58507.81726226,CHIME_Catalog1,False
FRB20190124F,338.9,5.3,58507.930244283,CHIME_Catalog1,False
FRB20190125A,45.7,27.8,58508.11408947,CHIME_Catalog1,False
FRB20190125B,231.5,50.5,58508.627544358,CHIME_Catalog1,False
FRB20180916B,29.503125800000003,65.7167542,58509.06441346,CHIME_Catalog1,True
FRB20190127B,150.9,83.6,58510.39121647,CHIME_Catalog1,False
FRB20190128A,21.8,24.67,58511.042068370996,CHIME_Catalog1,False
FRB20190128B,127.4,23.3,58511.334745112996,CHIME_Catalog1,False
FRB20190128C,69.8,78.9,58511.67456895,CHIME_Catalog1,False
FRB20190128D,283.32,17.4,58511.767055415,CHIME_Catalog1,False
FRB20190129A,45.1,21.4,58512.10127473,CHIME_Catalog1,False
FRB20190130A,25.6,13.2,58513.04487554,CHIME_Catalog1,False
FRB20190130B,172.1,16.05,58513.454030201,CHIME_Catalog1,False
FRB20190131E,195.65,80.9,58514.011666934006,CHIME_Catalog1,False
FRB20190131D,57.5,22.8,58514.130217137004,CHIME_Catalog1,False
FRB20190131C,166.5,10.4,58514.43220708,CHIME_Catalog1,False
FRB20190131B,354.7,11.7,58514.957288,CHIME_Catalog1,False
FRB20190201B,118.2,55.6,58515.29523079401,CHIME_Catalog1,False
FRB20190201A,64.0,84.8,58515.65014996,CHIME_Catalog1,False
FRB20190202B,114.32,32.5,58516.285485723,CHIME_Catalog1,False
FRB20190202A,344.2,17.1,58516.91953916,CHIME_Catalog1,False
FRB20190203B,130.6,61.9,58517.32614952,CHIME_Catalog1,False
FRB20190203A,133.7,70.8,58517.331406207,CHIME_Catalog1,False
FRB20190203C,196.0,2.5,58517.50705059,CHIME_Catalog1,False
FRB20190204A,161.3,61.5,58518.40820018,CHIME_Catalog1,False
FRB20190204B,255.9,75.9,58518.673105775,CHIME_Catalog1,False
FRB20190205A,342.2,83.4,58519.89467052,CHIME_Catalog1,False
FRB20190206C,200.5,74.39,58520.51855071,CHIME_Catalog1,False
FRB20190206B,49.8,79.5,58520.58179143,CHIME_Catalog1,False
FRB20190206A,244.9,9.4,58520.632920742,CHIME_Catalog1,False
FRB20190208B,91.0,80.88,58522.210288183,CHIME_Catalog1,False
FRB20190208C,141.55,83.6,58522.33895074,CHIME_Catalog1,False
FRB20190208A,283.5,47.0,58522.737392093,CHIME_Catalog1,True
FRB20190209A,144.3,77.7,58523.34746555,CHIME_Catalog1,True
FRB20190210B,104.2,23.7,58524.233696043,CHIME_Catalog1,False
FRB20190210C,295.8,89.1,58524.25258585,CHIME_Catalog1,False
FRB20190209A,144.3,77.7,58524.34529982,CHIME_Catalog1,True
FRB20190210D,307.8,55.5,58524.801984080994,CHIME_Catalog1,False
FRB20190210E,313.7,86.7,58524.84859669,CHIME_Catalog1,False
FRB20190211A,67.1,68.6,58525.128419262,CHIME_Catalog1,False
FRB20190211B,299.6,61.4,58525.77622726,CHIME_Catalog1,False
FRB20190212B,140.0,52.1,58526.329156489,CHIME_Catalog1,False
FRB20190212C,172.6,28.14,58526.42003101,CHIME_Catalog1,False
FRB20190212D,178.8,66.7,58526.44032986,CHIME_Catalog1,False
FRB20190212A,276.1,81.4,58526.678744000004,CHIME_Catalog1,True
FRB20190213A,31.7,20.1,58527.02947582,CHIME_Catalog1,True
FRB20190213C,64.3,45.0,58527.11651018,CHIME_Catalog1,False
FRB20190212A,276.1,81.4,58527.714962027,CHIME_Catalog1,True
FRB20190213D,336.45,52.7,58527.87102844,CHIME_Catalog1,False
